,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
956,23792,Male,disloyal Customer,25,Business travel,Eco,374,2,1,2,1,4,2,4,4,3,3,1,3,1,4,25,29.0,neutral or dissatisfied
957,62854,Female,Loyal Customer,39,Business travel,Business,2446,2,2,2,2,2,5,5,4,4,4,4,4,4,3,0,0.0,satisfied
958,125922,Female,Loyal Customer,55,Personal Travel,Eco,993,1,4,1,1,2,4,4,3,3,1,3,3,3,4,0,0.0,neutral or dissatisfied
959,101735,Male,Loyal Customer,58,Business travel,Business,1590,3,3,3,3,5,5,4,4,4,4,4,3,4,4,2,0.0,satisfied
960,13793,Female,Loyal Customer,18,Business travel,Eco Plus,878,0,5,0,4,4,0,4,4,1,2,3,1,2,4,20,20.0,satisfied
961,45544,Female,Loyal Customer,64,Business travel,Business,166,5,5,5,5,2,4,1,5,5,5,4,5,5,2,0,0.0,satisfied
962,128499,Male,Loyal Customer,7,Personal Travel,Eco,304,4,4,4,4,5,4,5,5,4,4,3,2,2,5,0,0.0,neutral or dissatisfied
963,75319,Male,Loyal Customer,41,Business travel,Business,2556,3,3,3,3,5,5,5,3,3,4,4,5,3,5,0,11.0,satisfied
964,63062,Female,Loyal Customer,56,Personal Travel,Eco,948,3,3,3,3,1,4,4,3,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
965,69088,Male,Loyal Customer,9,Personal Travel,Eco,1389,1,4,1,4,1,1,1,1,3,2,4,4,5,1,0,0.0,neutral or dissatisfied
966,56055,Male,Loyal Customer,25,Personal Travel,Eco,2475,3,5,3,2,3,3,3,3,3,2,5,5,4,3,0,0.0,neutral or dissatisfied
967,23256,Male,disloyal Customer,24,Business travel,Eco,783,1,1,1,3,4,1,1,4,1,5,3,2,2,4,0,0.0,neutral or dissatisfied
968,2766,Female,Loyal Customer,55,Business travel,Business,764,2,2,2,2,2,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
969,88472,Female,disloyal Customer,17,Business travel,Eco,406,3,3,3,3,4,3,4,4,2,5,3,1,4,4,40,29.0,neutral or dissatisfied
970,92733,Female,Loyal Customer,55,Business travel,Business,1298,2,2,2,2,4,4,5,5,5,5,5,5,5,4,0,0.0,satisfied
971,8997,Male,Loyal Customer,37,Business travel,Business,2214,4,1,1,1,2,3,3,4,4,3,4,1,4,1,28,19.0,neutral or dissatisfied
972,72815,Male,Loyal Customer,25,Business travel,Eco Plus,645,3,5,5,5,3,3,2,3,2,5,4,4,3,3,86,82.0,neutral or dissatisfied
973,37792,Male,Loyal Customer,46,Business travel,Eco Plus,944,5,2,5,2,5,5,5,5,1,1,5,5,5,5,0,0.0,satisfied
974,115023,Male,Loyal Customer,39,Business travel,Business,308,5,5,4,5,3,5,5,4,4,4,4,4,4,4,4,8.0,satisfied
975,127160,Female,Loyal Customer,27,Personal Travel,Eco,651,2,2,2,3,1,2,1,1,1,5,4,2,3,1,124,114.0,neutral or dissatisfied
976,115148,Female,disloyal Customer,21,Business travel,Eco,337,2,1,2,4,2,2,2,4,2,4,3,2,2,2,137,138.0,neutral or dissatisfied
977,43633,Female,Loyal Customer,39,Personal Travel,Eco,119,2,2,0,3,0,3,3,2,2,3,3,3,1,3,187,191.0,neutral or dissatisfied
978,26473,Male,Loyal Customer,64,Personal Travel,Eco,919,3,5,3,3,2,3,2,2,5,1,1,4,3,2,0,0.0,neutral or dissatisfied
979,42952,Female,disloyal Customer,27,Business travel,Eco,259,2,5,3,4,2,3,2,2,1,1,5,4,3,2,0,0.0,neutral or dissatisfied
980,40592,Male,disloyal Customer,37,Business travel,Eco,117,3,1,3,4,5,3,5,5,4,2,3,2,3,5,0,0.0,neutral or dissatisfied
981,120510,Female,Loyal Customer,63,Personal Travel,Eco Plus,449,5,3,5,3,2,4,4,2,2,5,2,3,2,1,0,0.0,satisfied
982,125418,Male,disloyal Customer,32,Business travel,Business,735,2,2,2,3,4,2,4,4,5,5,5,4,4,4,0,0.0,neutral or dissatisfied
983,18427,Female,Loyal Customer,59,Business travel,Business,201,3,3,3,3,3,4,4,3,3,4,5,3,3,3,1,0.0,satisfied
984,45697,Female,Loyal Customer,40,Business travel,Eco Plus,896,2,1,1,1,2,2,2,2,2,5,4,3,3,2,8,10.0,neutral or dissatisfied
985,55250,Male,Loyal Customer,57,Personal Travel,Eco,1009,3,5,3,3,4,3,4,4,3,3,5,4,4,4,26,27.0,neutral or dissatisfied
986,49711,Male,disloyal Customer,25,Business travel,Eco,156,2,5,2,4,1,2,1,1,3,5,1,2,5,1,0,0.0,neutral or dissatisfied
987,41865,Male,Loyal Customer,25,Personal Travel,Eco,483,3,1,3,4,5,3,5,5,4,5,4,5,5,5,5,0.0,neutral or dissatisfied
988,67501,Male,Loyal Customer,60,Personal Travel,Eco Plus,641,3,5,3,1,5,3,5,5,3,2,5,5,5,5,7,0.0,neutral or dissatisfied
989,92116,Male,Loyal Customer,61,Personal Travel,Eco,1532,2,1,3,3,2,3,2,2,2,5,4,1,3,2,0,0.0,neutral or dissatisfied
990,43629,Male,Loyal Customer,15,Personal Travel,Eco,190,2,5,2,5,1,2,1,1,4,4,4,4,5,1,7,0.0,neutral or dissatisfied
991,19680,Female,Loyal Customer,51,Business travel,Eco,409,4,2,5,2,1,2,4,4,4,4,4,3,4,3,12,6.0,satisfied
992,48176,Female,Loyal Customer,23,Business travel,Business,236,3,4,4,4,3,3,3,3,3,5,3,3,4,3,0,0.0,neutral or dissatisfied
993,107843,Male,Loyal Customer,45,Business travel,Business,2539,4,4,4,4,2,4,4,5,5,5,5,4,5,3,10,3.0,satisfied
994,1878,Male,Loyal Customer,13,Personal Travel,Eco,931,5,5,5,3,4,5,4,4,4,4,5,5,4,4,0,4.0,satisfied
995,76953,Female,disloyal Customer,31,Business travel,Business,1990,2,2,2,2,5,2,5,5,3,2,3,4,4,5,18,6.0,neutral or dissatisfied
996,66370,Male,Loyal Customer,40,Business travel,Business,3298,3,3,3,3,2,4,5,3,3,3,3,4,3,5,0,0.0,satisfied
997,790,Female,Loyal Customer,47,Business travel,Business,482,2,2,2,2,5,4,5,4,4,4,4,5,4,4,9,0.0,satisfied
998,41623,Male,Loyal Customer,15,Personal Travel,Eco Plus,1504,3,3,3,1,2,3,2,2,4,5,1,4,1,2,0,0.0,neutral or dissatisfied
999,40956,Female,disloyal Customer,41,Business travel,Eco,601,1,4,1,3,4,1,4,4,3,1,3,4,2,4,1,0.0,neutral or dissatisfied
1000,79213,Male,Loyal Customer,22,Personal Travel,Eco,1990,2,4,2,4,1,2,1,1,3,3,3,2,4,1,0,0.0,neutral or dissatisfied

